HomeTeam,AwayTeam,HomeScore,AwayScore,Date,Competition,Country,Matchday
Orihuela,Gimnastic,2,2,2020-01-05,Segunda B,Spain,19
CD Tudelano,RealValladolidB,1,1,2020-01-05,Segunda B,Spain,19
Sporting Gijon,Las Palmas Atletico,2,0,2020-01-05,Segunda B,Spain,19
UD Logrones,Real Sociedad B,0,0,2020-01-05,Segunda B,Spain,19
Ebro,CF La Nucia,2,1,2020-01-05,Segunda B,Spain,19
Marbella,San Fernando,2,2,2020-01-05,Segunda B,Spain,19
Real Oviedo II,Club Marinode Luanco,1,0,2020-01-05,Segunda B,Spain,19
Cornella,Valencia CFB,1,0,2020-01-05,Segunda B,Spain,19
UD Ibiza,UP Langreo,2,2,2020-01-05,Segunda B,Spain,19
Getafe B,Celta Vigo B,2,1,2020-01-05,Segunda B,Spain,19
lagostera,Badalona,0,0,2020-01-05,Segunda B,Spain,19
Atletico Baleares,SCR Pena Deportiva,2,1,2020-01-05,Segunda B,Spain,19
Villarrubia,CadizCF B,3,0,2020-01-05,Segunda B,Spain,19
FC Andorra,UE Olot,1,0,2020-01-05,Segunda B,Spain,19
Salamanca,Leioa SD,1,1,2020-01-05,Segunda B,Spain,19
Burgos,BarakaldoCF,1,0,2020-01-05,Segunda B,Spain,19
CA Linense,CF Talavera,2,1,2020-01-05,Segunda B,Spain,19
Hercules,Ejea,2,2,2020-01-04,Segunda B,Spain,19
Athletic Bilbao B,Alaves II,1,0,2020-01-04,Segunda B,Spain,19
Ferrol,Rayo Majadahonda,0,3,2020-01-04,Segunda B,Spain,19
Merida AD,Cartagena FC,0,1,2020-01-04,Segunda B,Spain,19
Pontevedra,Internacional,1,2,2020-01-04,Segunda B,Spain,19
At Sanluqueno,CP Villarrobledo,1,0,2020-01-04,Segunda B,Spain,19
Granada CFB,Algeciras,0,0,2020-01-04,Segunda B,Spain,19
Rec de Huelva,Cordoba,2,2,2020-01-04,Segunda B,Spain,19
Barcelona B,RCD Espanyol B,2,0,2020-01-04,Segunda B,Spain,19
SD Amorebieta,Calahorra,1,0,2020-01-04,Segunda B,Spain,19
Real Union Irun,Haro,1,0,2020-01-04,Segunda B,Spain,19
Murcia Feminas,Sevilla Atletico,2,2,2020-01-04,Segunda B,Spain,19
VillarrealB,CESabadell,2,0,2020-01-04,Segunda B,Spain,19
CDGuijuelo,CDIzarra,3,0,2020-01-04,Segunda B,Spain,19
Arenas Getxo,Cultural Leonesa,1,2,2020-01-04,Segunda B,Spain,19
OsasunaB,Salamanca B,1,1,2020-01-04,Segunda B,Spain,19
Lida,Castellon,1,0,2020-01-04,Segunda B,Spain,19
Prat,VillarrealB,3,1,2019-12-22,Segunda B,Spain,18
UCAM Murcia,Merida AD,0,0,2019-12-22,Segunda B,Spain,18
Haro,SD Amorebieta,1,1,2019-12-22,Segunda B,Spain,18
Sevilla Atletico,Villarrubia,0,0,2019-12-22,Segunda B,Spain,18
RCD Espanyol B,lagostera,3,1,2019-12-22,Segunda B,Spain,18
Club Marinode Luanco,Atletico Baleares,3,0,2019-12-22,Segunda B,Spain,18
Rayo Majadahonda,Coruxo FC,1,1,2019-12-22,Segunda B,Spain,18
CF La Nucia,FC Andorra,1,1,2019-12-22,Segunda B,Spain,18
Las Rozas,Real Oviedo II,1,0,2019-12-22,Segunda B,Spain,18
Gimnastic,Hercules,0,2,2019-12-22,Segunda B,Spain,18
UD San Sebastian Reyes,Pontevedra,4,1,2019-12-22,Segunda B,Spain,18
SCR Pena Deportiva,UD Ibiza,0,2,2019-12-22,Segunda B,Spain,18
BarakaldoCF,UD Logrones,0,1,2019-12-22,Segunda B,Spain,18
UE Olot,Barcelona B,1,0,2019-12-22,Segunda B,Spain,18
CF Talavera,At Sanluqueno,1,2,2019-12-22,Segunda B,Spain,18
Las Palmas Atletico,Ferrol,1,0,2019-12-22,Segunda B,Spain,18
RealValladolidB,CDGuijuelo,2,2,2019-12-22,Segunda B,Spain,18
Valencia CFB,Ebro,0,0,2019-12-22,Segunda B,Spain,18
Castellon,Cornella,3,1,2019-12-22,Segunda B,Spain,18
Cultural Leonesa,OsasunaB,0,0,2019-12-22,Segunda B,Spain,18
CD Badajoz,Murcia Feminas,0,0,2019-12-22,Segunda B,Spain,18
Cordoba,Marbella,1,2,2019-12-22,Segunda B,Spain,18
Melilla,Atletico Madrid B,0,1,2019-12-22,Segunda B,Spain,18
CadizCF B,Granada CFB,1,0,2019-12-22,Segunda B,Spain,18
Algeciras,Rec de Huelva,0,0,2019-12-22,Segunda B,Spain,18
Leioa SD,Burgos,5,0,2019-12-22,Segunda B,Spain,18
Badalona,Orihuela,1,0,2019-12-22,Segunda B,Spain,18
Internacional,Getafe B,2,1,2019-12-22,Segunda B,Spain,18
Salamanca B,CD Tudelano,2,1,2019-12-21,Segunda B,Spain,18
UP Langreo,Sporting Gijon,1,1,2019-12-21,Segunda B,Spain,18
CDIzarra,Salamanca,2,6,2019-12-21,Segunda B,Spain,18
Alaves II,Real Union Irun,1,0,2019-12-21,Segunda B,Spain,18
Calahorra,Arenas Getxo,2,1,2019-12-21,Segunda B,Spain,18
San Fernando,CA Linense,0,1,2019-12-21,Segunda B,Spain,18
Cartagena FC,Yeclano Deportivo,2,2,2019-12-21,Segunda B,Spain,18
Ejea,Levante B,0,1,2019-12-21,Segunda B,Spain,18
CP Villarrobledo,Don Benito,2,1,2019-12-21,Segunda B,Spain,18
Real Sociedad B,Athletic Bilbao B,0,2,2019-12-21,Segunda B,Spain,18
CESabadell,Lida,4,0,2019-12-21,Segunda B,Spain,18
Real Madrid Castilla,Getafe B,3,0,2019-12-15,Segunda B,Spain,17
At Sanluqueno,San Fernando,0,0,2019-12-15,Segunda B,Spain,17
Atletico Madrid B,Celta Vigo B,3,1,2019-12-15,Segunda B,Spain,17
Real Oviedo II,Melilla,1,1,2019-12-15,Segunda B,Spain,17
Real Union Irun,Real Sociedad B,2,2,2019-12-15,Segunda B,Spain,17
UD Ibiza,Club Marinode Luanco,3,1,2019-12-15,Segunda B,Spain,17
Levante B,Gimnastic,1,0,2019-12-15,Segunda B,Spain,17
Murcia Feminas,Yeclano Deportivo,0,1,2019-12-15,Segunda B,Spain,17
Internacional,UD San Sebastian Reyes,3,3,2019-12-15,Segunda B,Spain,17
Merida AD,CP Villarrobledo,0,0,2019-12-15,Segunda B,Spain,17
Cornella,Lida,1,0,2019-12-15,Segunda B,Spain,17
Burgos,CDIzarra,1,1,2019-12-15,Segunda B,Spain,17
Barcelona B,CF La Nucia,3,1,2019-12-15,Segunda B,Spain,17
CESabadell,Prat,3,0,2019-12-15,Segunda B,Spain,17
Don Benito,CF Talavera,1,0,2019-12-15,Segunda B,Spain,17
UD Logrones,Leioa SD,4,1,2019-12-15,Segunda B,Spain,17
CD Tudelano,Cultural Leonesa,2,3,2019-12-15,Segunda B,Spain,17
CA Linense,Cordoba,0,1,2019-12-15,Segunda B,Spain,17
Sporting Gijon,SCR Pena Deportiva,6,0,2019-12-15,Segunda B,Spain,17
Coruxo FC,Las Palmas Atletico,4,1,2019-12-15,Segunda B,Spain,17
Pontevedra,Rayo Majadahonda,2,1,2019-12-14,Segunda B,Spain,17
Marbella,Algeciras,0,0,2019-12-14,Segunda B,Spain,17
OsasunaB,Calahorra,3,0,2019-12-14,Segunda B,Spain,17
Villarrubia,CD Badajoz,1,3,2019-12-14,Segunda B,Spain,17
Athletic Bilbao B,BarakaldoCF,0,1,2019-12-14,Segunda B,Spain,17
VillarrealB,Ejea,3,1,2019-12-14,Segunda B,Spain,17
Atletico Baleares,Las Rozas,2,0,2019-12-14,Segunda B,Spain,17
Orihuela,RCD Espanyol B,1,3,2019-12-14,Segunda B,Spain,17
Cartagena FC,UCAM Murcia,2,1,2019-12-14,Segunda B,Spain,17
Hercules,Badalona,1,2,2019-12-14,Segunda B,Spain,17
Rec de Huelva,CadizCF B,1,0,2019-12-14,Segunda B,Spain,17
Arenas Getxo,Haro,2,0,2019-12-14,Segunda B,Spain,17
RealValladolidB,Salamanca B,3,0,2019-12-14,Segunda B,Spain,17
lagostera,UE Olot,1,0,2019-12-14,Segunda B,Spain,17
Ebro,Castellon,2,1,2019-12-14,Segunda B,Spain,17
Salamanca,CDGuijuelo,2,1,2019-12-14,Segunda B,Spain,17
Granada CFB,Sevilla Atletico,0,0,2019-12-14,Segunda B,Spain,17
FC Andorra,Valencia CFB,4,3,2019-12-14,Segunda B,Spain,17
Ferrol,UP Langreo,3,0,2019-12-14,Segunda B,Spain,17
SD Amorebieta,Alaves II,1,1,2019-12-14,Segunda B,Spain,17
SCR Pena Deportiva,Ferrol,1,1,2019-12-08,Segunda B,Spain,16
Cordoba,At Sanluqueno,3,1,2019-12-08,Segunda B,Spain,16
CF La Nucia,lagostera,0,0,2019-12-08,Segunda B,Spain,16
Valencia CFB,Barcelona B,0,0,2019-12-08,Segunda B,Spain,16
BarakaldoCF,Real Union Irun,2,1,2019-12-08,Segunda B,Spain,16
CadizCF B,Marbella,0,1,2019-12-08,Segunda B,Spain,16
Rayo Majadahonda,UD San Sebastian Reyes,1,0,2019-12-08,Segunda B,Spain,16
Badalona,Levante B,1,0,2019-12-08,Segunda B,Spain,16
UE Olot,Orihuela,0,1,2019-12-08,Segunda B,Spain,16
Gimnastic,VillarrealB,0,1,2019-12-08,Segunda B,Spain,16
CP Villarrobledo,UCAM Murcia,2,1,2019-12-08,Segunda B,Spain,16
Murcia Feminas,Cartagena FC,2,0,2019-12-08,Segunda B,Spain,16
CD Badajoz,Granada CFB,4,0,2019-12-08,Segunda B,Spain,16
Castellon,FC Andorra,3,1,2019-12-08,Segunda B,Spain,16
San Fernando,Don Benito,0,1,2019-12-08,Segunda B,Spain,16
CF Talavera,Merida AD,2,1,2019-12-08,Segunda B,Spain,16
Lida,Ebro,0,0,2019-12-08,Segunda B,Spain,16
Algeciras,CA Linense,2,0,2019-12-08,Segunda B,Spain,16
RCD Espanyol B,Hercules,3,2,2019-12-08,Segunda B,Spain,16
Ejea,Prat,3,0,2019-12-08,Segunda B,Spain,16
Calahorra,CD Tudelano,1,1,2019-12-08,Segunda B,Spain,16
Yeclano Deportivo,Villarrubia,1,0,2019-12-08,Segunda B,Spain,16
UP Langreo,Coruxo FC,3,2,2019-12-08,Segunda B,Spain,16
Las Rozas,UD Ibiza,1,1,2019-12-08,Segunda B,Spain,16
Melilla,Atletico Baleares,0,0,2019-12-08,Segunda B,Spain,16
Las Palmas Atletico,Pontevedra,1,2,2019-12-08,Segunda B,Spain,16
Getafe B,Atletico Madrid B,0,2,2019-12-08,Segunda B,Spain,16
Celta Vigo B,Real Oviedo II,3,1,2019-12-08,Segunda B,Spain,16
Real Madrid Castilla,Internacional,2,2,2019-12-07,Segunda B,Spain,16
Real Sociedad B,SD Amorebieta,4,2,2019-12-07,Segunda B,Spain,16
CDGuijuelo,Burgos,3,0,2019-12-07,Segunda B,Spain,16
Cornella,CESabadell,2,0,2019-12-07,Segunda B,Spain,16
Sevilla Atletico,Rec de Huelva,1,3,2019-12-07,Segunda B,Spain,16
Salamanca,RealValladolidB,0,0,2019-12-06,Segunda B,Spain,16
Haro,OsasunaB,1,0,2019-12-06,Segunda B,Spain,16
Cultural Leonesa,Salamanca B,3,1,2019-12-06,Segunda B,Spain,16
Leioa SD,Athletic Bilbao B,1,0,2019-12-06,Segunda B,Spain,16
Club Marinode Luanco,Sporting Gijon,1,0,2019-12-06,Segunda B,Spain,16
Alaves II,Arenas Getxo,0,2,2019-12-06,Segunda B,Spain,16
CDIzarra,UD Logrones,2,2,2019-12-06,Segunda B,Spain,16
Real Oviedo II,Atletico Madrid B,3,2,2019-12-04,Segunda B,Spain,13
Melilla,Coruxo FC,1,1,2019-12-04,Segunda B,Spain,12
Internacional,Rayo Majadahonda,1,2,2019-12-01,Segunda B,Spain,15
Atletico Baleares,Celta Vigo B,6,1,2019-12-01,Segunda B,Spain,15
At Sanluqueno,Algeciras,2,1,2019-12-01,Segunda B,Spain,15
Burgos,Salamanca,0,3,2019-12-01,Segunda B,Spain,15
Salamanca B,Calahorra,1,2,2019-12-01,Segunda B,Spain,15
UD San Sebastian Reyes,Las Palmas Atletico,1,2,2019-12-01,Segunda B,Spain,15
lagostera,Valencia CFB,1,1,2019-12-01,Segunda B,Spain,15
Granada CFB,Yeclano Deportivo,2,3,2019-12-01,Segunda B,Spain,15
Barcelona B,Castellon,2,1,2019-12-01,Segunda B,Spain,15
Ebro,Cornella,1,1,2019-12-01,Segunda B,Spain,15
CD Tudelano,Haro,1,2,2019-12-01,Segunda B,Spain,15
RealValladolidB,Cultural Leonesa,1,0,2019-12-01,Segunda B,Spain,15
Don Benito,Cordoba,0,1,2019-12-01,Segunda B,Spain,15
UCAM Murcia,CF Talavera,2,0,2019-12-01,Segunda B,Spain,15
Athletic Bilbao B,CDIzarra,3,3,2019-12-01,Segunda B,Spain,15
CA Linense,CadizCF B,0,0,2019-12-01,Segunda B,Spain,15
Merida AD,San Fernando,1,1,2019-12-01,Segunda B,Spain,15
Rec de Huelva,CD Badajoz,0,1,2019-12-01,Segunda B,Spain,15
Pontevedra,UP Langreo,0,0,2019-12-01,Segunda B,Spain,15
Hercules,UE Olot,0,0,2019-12-01,Segunda B,Spain,15
UD Ibiza,Melilla,3,1,2019-12-01,Segunda B,Spain,15
Prat,Gimnastic,1,3,2019-12-01,Segunda B,Spain,15
Ferrol,Club Marinode Luanco,1,2,2019-12-01,Segunda B,Spain,15
FC Andorra,Lida,1,0,2019-12-01,Segunda B,Spain,15
Real Union Irun,Leioa SD,0,0,2019-12-01,Segunda B,Spain,15
Marbella,Sevilla Atletico,2,1,2019-12-01,Segunda B,Spain,15
Coruxo FC,SCR Pena Deportiva,2,0,2019-12-01,Segunda B,Spain,15
Cartagena FC,CP Villarrobledo,2,1,2019-12-01,Segunda B,Spain,15
Sporting Gijon,Las Rozas,2,1,2019-12-01,Segunda B,Spain,15
VillarrealB,Badalona,0,0,2019-12-01,Segunda B,Spain,15
UD Logrones,CDGuijuelo,2,0,2019-12-01,Segunda B,Spain,15
Atletico Madrid B,Real Madrid Castilla,2,0,2019-11-30,Segunda B,Spain,15
Real Oviedo II,Getafe B,2,1,2019-11-30,Segunda B,Spain,15
Levante B,RCD Espanyol B,0,2,2019-11-30,Segunda B,Spain,15
Villarrubia,Murcia Feminas,2,1,2019-11-30,Segunda B,Spain,15
Orihuela,CF La Nucia,0,0,2019-11-30,Segunda B,Spain,15
SD Amorebieta,BarakaldoCF,3,2,2019-11-30,Segunda B,Spain,15
Arenas Getxo,Real Sociedad B,1,0,2019-11-30,Segunda B,Spain,15
OsasunaB,Alaves II,3,1,2019-11-30,Segunda B,Spain,15
CESabadell,Ejea,2,1,2019-11-30,Segunda B,Spain,15
Alaves II,CD Tudelano,1,0,2019-11-24,Segunda B,Spain,14
BarakaldoCF,Arenas Getxo,1,3,2019-11-24,Segunda B,Spain,14
Yeclano Deportivo,Rec de Huelva,2,0,2019-11-24,Segunda B,Spain,14
Melilla,Sporting Gijon,2,0,2019-11-24,Segunda B,Spain,14
CF La Nucia,Hercules,3,0,2019-11-24,Segunda B,Spain,14
Atletico Madrid B,Internacional,2,0,2019-11-24,Segunda B,Spain,14
Las Rozas,Ferrol,2,5,2019-11-24,Segunda B,Spain,14
CDGuijuelo,Athletic Bilbao B,2,0,2019-11-24,Segunda B,Spain,14
San Fernando,UCAM Murcia,0,0,2019-11-24,Segunda B,Spain,14
Murcia Feminas,Granada CFB,2,0,2019-11-24,Segunda B,Spain,14
CDIzarra,Real Union Irun,0,1,2019-11-24,Segunda B,Spain,14
Burgos,RealValladolidB,0,1,2019-11-24,Segunda B,Spain,14
Las Palmas Atletico,Rayo Majadahonda,0,0,2019-11-24,Segunda B,Spain,14
Calahorra,Cultural Leonesa,1,0,2019-11-24,Segunda B,Spain,14
Haro,Salamanca B,1,2,2019-11-24,Segunda B,Spain,14
Cordoba,Merida AD,1,1,2019-11-24,Segunda B,Spain,14
UP Langreo,UD San Sebastian Reyes,3,0,2019-11-24,Segunda B,Spain,14
CD Badajoz,Marbella,1,0,2019-11-24,Segunda B,Spain,14
CadizCF B,At Sanluqueno,0,0,2019-11-24,Segunda B,Spain,14
Valencia CFB,Orihuela,4,1,2019-11-24,Segunda B,Spain,14
RCD Espanyol B,VillarrealB,3,1,2019-11-24,Segunda B,Spain,14
CF Talavera,CP Villarrobledo,1,0,2019-11-24,Segunda B,Spain,14
Castellon,lagostera,0,0,2019-11-24,Segunda B,Spain,14
Club Marinode Luanco,Coruxo FC,1,3,2019-11-24,Segunda B,Spain,14
Badalona,Prat,0,1,2019-11-24,Segunda B,Spain,14
Celta Vigo B,UD Ibiza,1,0,2019-11-24,Segunda B,Spain,14
SCR Pena Deportiva,Pontevedra,1,0,2019-11-24,Segunda B,Spain,14
Villarrubia,Cartagena FC,1,2,2019-11-24,Segunda B,Spain,14
Ebro,CESabadell,1,1,2019-11-24,Segunda B,Spain,14
Algeciras,Don Benito,2,0,2019-11-24,Segunda B,Spain,14
Getafe B,Atletico Baleares,1,0,2019-11-24,Segunda B,Spain,14
Cornella,FC Andorra,2,0,2019-11-24,Segunda B,Spain,14
UE Olot,Levante B,3,0,2019-11-24,Segunda B,Spain,14
Gimnastic,Ejea,2,0,2019-11-24,Segunda B,Spain,14
Salamanca,UD Logrones,1,4,2019-11-23,Segunda B,Spain,14
Real Sociedad B,OsasunaB,3,1,2019-11-23,Segunda B,Spain,14
Leioa SD,SD Amorebieta,0,1,2019-11-23,Segunda B,Spain,14
Real Madrid Castilla,Real Oviedo II,2,0,2019-11-23,Segunda B,Spain,14
Lida,Barcelona B,1,1,2019-11-23,Segunda B,Spain,14
Sevilla Atletico,CA Linense,1,1,2019-11-23,Segunda B,Spain,14
FC Andorra,Ebro,2,1,2019-11-17,Segunda B,Spain,13
Merida AD,Algeciras,4,2,2019-11-17,Segunda B,Spain,13
RealValladolidB,Calahorra,1,1,2019-11-17,Segunda B,Spain,13
Granada CFB,Villarrubia,0,0,2019-11-17,Segunda B,Spain,13
Prat,RCD Espanyol B,0,2,2019-11-17,Segunda B,Spain,13
UCAM Murcia,Cordoba,1,1,2019-11-17,Segunda B,Spain,13
UD San Sebastian Reyes,SCR Pena Deportiva,1,2,2019-11-17,Segunda B,Spain,13
Marbella,Yeclano Deportivo,2,1,2019-11-17,Segunda B,Spain,13
Pontevedra,Club Marinode Luanco,3,0,2019-11-17,Segunda B,Spain,13
CESabadell,Gimnastic,2,0,2019-11-17,Segunda B,Spain,13
Atletico Baleares,Real Madrid Castilla,1,1,2019-11-17,Segunda B,Spain,13
Ferrol,Melilla,3,3,2019-11-17,Segunda B,Spain,13
Rec de Huelva,Murcia Feminas,0,0,2019-11-17,Segunda B,Spain,13
lagostera,Lida,1,0,2019-11-17,Segunda B,Spain,13
UD Logrones,Burgos,3,0,2019-11-17,Segunda B,Spain,13
At Sanluqueno,Sevilla Atletico,1,2,2019-11-17,Segunda B,Spain,13
Real Union Irun,CDGuijuelo,2,1,2019-11-17,Segunda B,Spain,13
Levante B,CF La Nucia,3,1,2019-11-17,Segunda B,Spain,13
CA Linense,CD Badajoz,1,0,2019-11-17,Segunda B,Spain,13
CD Tudelano,Real Sociedad B,0,0,2019-11-17,Segunda B,Spain,13
Rayo Majadahonda,UP Langreo,0,2,2019-11-17,Segunda B,Spain,13
Cartagena FC,CF Talavera,2,2,2019-11-17,Segunda B,Spain,13
Don Benito,CadizCF B,1,1,2019-11-17,Segunda B,Spain,13
Internacional,Las Palmas Atletico,6,0,2019-11-17,Segunda B,Spain,13
Barcelona B,Cornella,3,3,2019-11-17,Segunda B,Spain,13
Hercules,Valencia CFB,1,1,2019-11-17,Segunda B,Spain,13
Orihuela,Castellon,2,2,2019-11-17,Segunda B,Spain,13
Cultural Leonesa,Haro,2,0,2019-11-17,Segunda B,Spain,13
Salamanca B,Alaves II,1,0,2019-11-17,Segunda B,Spain,13
UD Ibiza,Getafe B,1,0,2019-11-17,Segunda B,Spain,13
Arenas Getxo,Leioa SD,0,3,2019-11-16,Segunda B,Spain,13
Ejea,Badalona,2,0,2019-11-16,Segunda B,Spain,13
OsasunaB,BarakaldoCF,1,0,2019-11-16,Segunda B,Spain,13
CP Villarrobledo,San Fernando,0,4,2019-11-16,Segunda B,Spain,13
Coruxo FC,Las Rozas,0,0,2019-11-16,Segunda B,Spain,13
VillarrealB,UE Olot,1,1,2019-11-16,Segunda B,Spain,13
SD Amorebieta,CDIzarra,0,0,2019-11-16,Segunda B,Spain,13
Sporting Gijon,Celta Vigo B,1,1,2019-11-16,Segunda B,Spain,13
Athletic Bilbao B,Salamanca,4,1,2019-11-16,Segunda B,Spain,13
Granada CFB,Cartagena FC,0,1,2019-11-10,Segunda B,Spain,12
Castellon,Hercules,1,0,2019-11-10,Segunda B,Spain,12
Valencia CFB,Levante B,3,1,2019-11-10,Segunda B,Spain,12
Murcia Feminas,Marbella,1,1,2019-11-10,Segunda B,Spain,12
UP Langreo,Las Palmas Atletico,1,0,2019-11-10,Segunda B,Spain,12
Alaves II,Cultural Leonesa,1,1,2019-11-10,Segunda B,Spain,12
UE Olot,Prat,0,0,2019-11-10,Segunda B,Spain,12
Lida,Orihuela,4,0,2019-11-10,Segunda B,Spain,12
Algeciras,UCAM Murcia,1,2,2019-11-10,Segunda B,Spain,12
BarakaldoCF,CD Tudelano,3,1,2019-11-10,Segunda B,Spain,12
Las Rozas,Pontevedra,1,3,2019-11-10,Segunda B,Spain,12
CDGuijuelo,SD Amorebieta,0,1,2019-11-10,Segunda B,Spain,12
Badalona,Gimnastic,2,1,2019-11-10,Segunda B,Spain,12
CF La Nucia,VillarrealB,0,0,2019-11-10,Segunda B,Spain,12
Real Oviedo II,Internacional,0,0,2019-11-10,Segunda B,Spain,12
Cornella,lagostera,2,1,2019-11-10,Segunda B,Spain,12
CDIzarra,Arenas Getxo,3,1,2019-11-10,Segunda B,Spain,12
Yeclano Deportivo,CA Linense,3,0,2019-11-10,Segunda B,Spain,12
Ebro,Barcelona B,1,1,2019-11-10,Segunda B,Spain,12
Celta Vigo B,Ferrol,0,2,2019-11-10,Segunda B,Spain,12
Burgos,Athletic Bilbao B,2,0,2019-11-10,Segunda B,Spain,12
Getafe B,Sporting Gijon,0,1,2019-11-10,Segunda B,Spain,12
RCD Espanyol B,Ejea,3,1,2019-11-10,Segunda B,Spain,12
San Fernando,CF Talavera,1,0,2019-11-10,Segunda B,Spain,12
SCR Pena Deportiva,Rayo Majadahonda,0,0,2019-11-10,Segunda B,Spain,12
Real Madrid Castilla,UD Ibiza,1,2,2019-11-10,Segunda B,Spain,12
Atletico Madrid B,Atletico Baleares,0,0,2019-11-10,Segunda B,Spain,12
CadizCF B,Merida AD,2,1,2019-11-09,Segunda B,Spain,12
UD Logrones,RealValladolidB,1,1,2019-11-09,Segunda B,Spain,12
Salamanca,Real Union Irun,0,2,2019-11-09,Segunda B,Spain,12
Real Sociedad B,Salamanca B,3,1,2019-11-09,Segunda B,Spain,12
Leioa SD,OsasunaB,0,0,2019-11-09,Segunda B,Spain,12
Club Marinode Luanco,UD San Sebastian Reyes,2,0,2019-11-09,Segunda B,Spain,12
Haro,Calahorra,1,1,2019-11-09,Segunda B,Spain,12
FC Andorra,CESabadell,2,2,2019-11-09,Segunda B,Spain,12
Villarrubia,Rec de Huelva,2,2,2019-11-09,Segunda B,Spain,12
CD Badajoz,At Sanluqueno,0,0,2019-11-09,Segunda B,Spain,12
Cordoba,CP Villarrobledo,2,0,2019-11-09,Segunda B,Spain,12
Sevilla Atletico,Don Benito,2,3,2019-11-09,Segunda B,Spain,12
Athletic Bilbao B,UD Logrones,3,1,2019-11-03,Segunda B,Spain,11
At Sanluqueno,Yeclano Deportivo,0,2,2019-11-03,Segunda B,Spain,11
Ferrol,Getafe B,3,1,2019-11-03,Segunda B,Spain,11
Barcelona B,FC Andorra,0,0,2019-11-03,Segunda B,Spain,11
CA Linense,Murcia Feminas,1,1,2019-11-03,Segunda B,Spain,11
UCAM Murcia,CadizCF B,1,1,2019-11-03,Segunda B,Spain,11
CESabadell,Badalona,1,0,2019-11-03,Segunda B,Spain,11
Internacional,UP Langreo,3,0,2019-11-03,Segunda B,Spain,11
Merida AD,Sevilla Atletico,0,0,2019-11-03,Segunda B,Spain,11
Cartagena FC,San Fernando,0,0,2019-11-03,Segunda B,Spain,11
Levante B,Castellon,0,2,2019-11-03,Segunda B,Spain,11
Sporting Gijon,Real Madrid Castilla,4,2,2019-11-03,Segunda B,Spain,11
Don Benito,CD Badajoz,1,4,2019-11-03,Segunda B,Spain,11
Cultural Leonesa,Real Sociedad B,3,0,2019-11-03,Segunda B,Spain,11
Real Union Irun,Burgos,0,1,2019-11-03,Segunda B,Spain,11
UD Ibiza,Atletico Madrid B,1,2,2019-11-03,Segunda B,Spain,11
CD Tudelano,Leioa SD,2,1,2019-11-03,Segunda B,Spain,11
Las Palmas Atletico,SCR Pena Deportiva,3,0,2019-11-03,Segunda B,Spain,11
Marbella,Villarrubia,2,1,2019-11-03,Segunda B,Spain,11
Orihuela,Cornella,1,2,2019-11-03,Segunda B,Spain,11
Rayo Majadahonda,Club Marinode Luanco,2,1,2019-11-03,Segunda B,Spain,11
CF Talavera,Cordoba,2,1,2019-11-03,Segunda B,Spain,11
Calahorra,Alaves II,1,1,2019-11-03,Segunda B,Spain,11
Rec de Huelva,Granada CFB,1,2,2019-11-03,Segunda B,Spain,11
UD San Sebastian Reyes,Las Rozas,0,4,2019-11-03,Segunda B,Spain,11
Atletico Baleares,Real Oviedo II,3,1,2019-11-03,Segunda B,Spain,11
CP Villarrobledo,Algeciras,1,1,2019-11-03,Segunda B,Spain,11
Hercules,Lida,1,1,2019-11-03,Segunda B,Spain,11
Ejea,UE Olot,0,2,2019-11-03,Segunda B,Spain,11
Pontevedra,Melilla,3,1,2019-11-03,Segunda B,Spain,11
Prat,CF La Nucia,0,3,2019-11-03,Segunda B,Spain,11
Gimnastic,RCD Espanyol B,2,2,2019-11-03,Segunda B,Spain,11
RealValladolidB,Haro,1,1,2019-11-02,Segunda B,Spain,11
Arenas Getxo,CDGuijuelo,0,0,2019-11-02,Segunda B,Spain,11
VillarrealB,Valencia CFB,0,1,2019-11-02,Segunda B,Spain,11
Coruxo FC,Celta Vigo B,2,2,2019-11-02,Segunda B,Spain,11
lagostera,Ebro,2,1,2019-11-02,Segunda B,Spain,11
Salamanca B,BarakaldoCF,3,0,2019-11-02,Segunda B,Spain,11
OsasunaB,CDIzarra,1,0,2019-11-01,Segunda B,Spain,11
SD Amorebieta,Salamanca,1,3,2019-11-01,Segunda B,Spain,11
UE Olot,Gimnastic,2,1,2019-10-27,Segunda B,Spain,10
RCD Espanyol B,Badalona,1,2,2019-10-27,Segunda B,Spain,10
Yeclano Deportivo,Don Benito,1,1,2019-10-27,Segunda B,Spain,10
Valencia CFB,Prat,1,2,2019-10-27,Segunda B,Spain,10
CDGuijuelo,OsasunaB,1,2,2019-10-27,Segunda B,Spain,10
CD Badajoz,Merida AD,1,1,2019-10-27,Segunda B,Spain,10
Burgos,SD Amorebieta,1,2,2019-10-27,Segunda B,Spain,10
Club Marinode Luanco,Las Palmas Atletico,1,0,2019-10-27,Segunda B,Spain,10
Lida,Levante B,0,0,2019-10-27,Segunda B,Spain,10
Las Rozas,Rayo Majadahonda,1,1,2019-10-27,Segunda B,Spain,10
Alaves II,Haro,2,0,2019-10-27,Segunda B,Spain,10
Rec de Huelva,Cartagena FC,0,1,2019-10-27,Segunda B,Spain,10
Sevilla Atletico,UCAM Murcia,3,0,2019-10-27,Segunda B,Spain,10
CadizCF B,CP Villarrobledo,1,0,2019-10-27,Segunda B,Spain,10
CF La Nucia,Ejea,2,1,2019-10-27,Segunda B,Spain,10
